RK,Team,Year,G,W,L,Conf,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS
28,Detroit Pistons*,2009,82,39,43,East,242.7,36.4,80,0.454,4.6,13.2,0.349,31.8,66.8,0.475,16.9,22.5,0.751,11.6,29.9,20.6,6,4.6,11.9,20.9,94.2
29,Memphis Grizzlies,2009,82,24,58,West,241.5,34.9,77,0.454,4.9,13.5,0.36,30.1,63.5,0.474,19.1,25.3,0.756,10.3,28.5,17.4,7.5,4.7,15.3,21.7,93.9
30,Charlotte Bobcats,2009,82,35,47,East,243,35,76.8,0.455,6,16.3,0.366,29,60.5,0.479,17.7,24,0.74,10.8,28.9,21.2,7.1,4.8,15.6,21.4,93.6
1,Phoenix Suns*,2010,82,54,28,West,240.6,40.7,82.8,0.492,8.9,21.6,0.412,31.8,61.2,0.52,19.9,25.8,0.77,11.1,31.9,23.3,5.8,5.1,14.8,20.9,110.2
2,Golden State Warriors,2010,82,26,56,West,240.6,40.6,86.5,0.469,7.7,20.6,0.375,32.9,65.9,0.499,19.9,25.4,0.782,9.2,29.2,22.4,9.3,4.1,14.7,23,108.8
3,Denver Nuggets*,2010,82,53,29,West,241.2,38.1,81.4,0.468,6.6,18.5,0.359,31.5,62.9,0.5,23.6,30.6,0.772,10.8,30.5,21,8.3,5.1,13.9,22.5,106.5
4,Utah Jazz*,2010,82,53,29,West,240.9,39.4,80.2,0.491,5.4,14.7,0.364,34,65.5,0.519,20.2,27.2,0.741,10.6,31.6,26.7,8.2,4.9,15.2,22.7,104.2
5,Toronto Raptors,2010,82,40,42,East,241.2,39,80.9,0.482,6.3,17,0.371,32.7,63.8,0.512,19.7,25.8,0.764,9.8,30.6,22,5.7,4.7,13.4,22.2,104.1
6,Orlando Magic*,2010,82,59,23,East,240.6,36.6,78,0.47,10.3,27.3,0.375,26.4,50.6,0.521,19.2,26.5,0.724,9.9,33.4,19.7,6.2,5.6,14.1,19.9,102.8
7,Memphis Grizzlies,2010,82,40,42,West,242.7,39.3,83.8,0.469,4.2,12.4,0.337,35.1,71.4,0.492,19.7,26.9,0.733,13,30.4,18.8,7.9,4.9,15.2,20.2,102.5
8,Houston Rockets,2010,82,42,40,West,242.7,37.7,84.4,0.447,7.9,22.4,0.351,29.9,62,0.481,19,24.7,0.772,11.8,30.1,21.8,7.1,3.9,14.5,20.9,102.4
9,New York Knicks,2010,82,29,53,East,242.4,38.1,83.9,0.455,9.1,26.2,0.346,29.1,57.7,0.504,16.8,21.5,0.782,10.2,30.2,21.6,7.1,3.7,14,20,102.1
10,Cleveland Cavaliers*,2010,82,61,21,East,241.2,37.8,77.9,0.485,7.3,19.3,0.381,30.5,58.6,0.52,19.1,26.6,0.72,9.6,32.8,22.4,6.9,5.2,13.9,19.4,102.1
11,Dallas Mavericks*,2010,82,55,27,West,242.4,38.3,82.4,0.464,6.8,18.3,0.372,31.5,64.2,0.491,18.6,22.8,0.816,10.2,31.5,23.4,7.6,5.5,12.9,19.1,102
12,Los Angeles Lakers*,2010,82,57,25,West,241.8,38.3,83.8,0.457,6.5,19,0.341,31.9,64.8,0.492,18.5,24.2,0.765,11.9,32.5,21.1,7.5,4.9,13.4,19.4,101.7
13,Atlanta Hawks*,2010,82,53,29,East,242.1,38.8,82.9,0.468,6.4,17.7,0.36,32.4,65.2,0.497,17.7,23.3,0.759,11.8,29.9,21.8,7.2,5,12,19.9,101.7
14,Oklahoma City Thunder*,2010,82,50,32,West,241.5,37.4,80.8,0.462,5.1,15,0.34,32.3,65.9,0.49,21.7,27,0.805,11.7,31.8,20,8,5.9,15,21.3,101.5
15,San Antonio Spurs*,2010,82,50,32,West,241.2,38.4,81.2,0.473,6.8,18.9,0.358,31.7,62.3,0.508,17.8,24,0.74,10.8,32,22.3,6.3,4.6,13.6,20.4,101.4
16,Indiana Pacers,2010,82,32,50,East,240.3,36.8,83.2,0.443,8,23.1,0.348,28.8,60.1,0.479,19.1,24.6,0.775,9.6,31.9,21.1,7.1,5.4,15,22.5,100.8
17,New Orleans Hornets,2010,82,37,45,West,241.8,38.8,83.4,0.464,7,19.2,0.363,31.8,64.3,0.495,15.8,20.3,0.778,10.4,29.9,22.3,7.6,3.7,13.5,19.6,100.2
18,Sacramento Kings,2010,82,25,57,West,242.4,38.3,84.1,0.456,5.9,16.9,0.349,32.5,67.2,0.483,17.4,24,0.726,11.9,30.7,20.5,6.9,4.5,15,22.3,100
19,Boston Celtics*,2010,82,50,32,East,241.2,37.1,76.8,0.483,6.1,17.5,0.348,31,59.3,0.523,19,25.5,0.746,8.7,29.9,23.5,8.5,4.9,14.9,22.1,99.2
20,Minnesota Timberwolves,2010,82,15,67,West,241.2,37.9,84.4,0.449,4.9,14.4,0.341,33,70,0.471,17.5,23.5,0.746,11.7,31.2,19.8,7.3,3.7,16.3,20.7,98.2
21,Portland Trail Blazers*,2010,82,50,32,West,242.1,36.3,78.7,0.461,6,16.9,0.354,30.3,61.8,0.49,19.6,24.8,0.79,11.1,29.1,20.4,6.4,4.3,12.3,20.9,98.1
22,Philadelphia 76ers,2010,82,27,55,East,241.5,37.6,81.8,0.46,5.8,16.8,0.343,31.9,64.9,0.491,16.7,22,0.756,11.5,29.5,21,8.1,5.4,14.5,20.5,97.7
23,Milwaukee Bucks*,2010,82,46,36,East,243.7,37.2,85.3,0.436,7.9,22.1,0.356,29.3,63.2,0.464,15.4,20.4,0.755,11.8,31.2,21.2,7.1,4.7,13.2,22.2,97.7
24,Chicago Bulls*,2010,82,41,41,East,242.7,37.6,83.2,0.451,4.3,13,0.33,33.3,70.2,0.474,18,23.9,0.754,11.4,33.1,20.8,6.5,5.8,14.3,20.1,97.5
25,Miami Heat*,2010,82,47,35,East,242.4,36.4,79.5,0.458,6,17.4,0.346,30.4,62.1,0.489,17.7,23.5,0.752,10.7,31.1,18.9,7.4,5.6,13.2,20.9,96.5
26,Washington Wizards,2010,82,26,56,East,241.8,36.7,81.7,0.449,5.3,14.9,0.353,31.4,66.8,0.471,17.6,23.1,0.762,11.8,30,19,6,5.1,14.9,21.4,96.2
27,Los Angeles Clippers,2010,82,29,53,West,240.3,36.6,80.5,0.455,5.9,17.8,0.332,30.7,62.7,0.49,16.6,22.8,0.73,11.3,30.5,22.1,6.5,5.7,15.7,19.3,95.7
28,Charlotte Bobcats*,2010,82,44,38,East,242.4,34.9,76.9,0.453,5.6,16.2,0.346,29.2,60.7,0.482,20,26.6,0.751,10.5,30.4,20.2,7.7,5.4,15.7,19.5,95.3
29,Detroit Pistons,2010,82,27,55,East,241.2,35.9,80.5,0.445,4.6,14.5,0.314,31.3,66,0.474,17.7,24.4,0.728,12.8,27.3,19.4,7.3,3.8,13.4,22.2,94
30,New Jersey Nets,2010,82,12,70,East,241.2,34.3,79.9,0.429,4.6,14.5,0.318,29.7,65.5,0.454,19.2,24.6,0.78,10.9,28.8,18.8,7,4.8,14.4,20,92.4
1,Denver Nuggets*,2011,82,50,32,West,240.3,38.4,80.6,0.476,8.1,20.8,0.388,30.3,59.9,0.506,22.7,29.6,0.765,9.6,32.3,22.1,7.4,4.3,14.1,21,107.5
2,New York Knicks*,2011,82,42,40,East,241.2,38.3,83.7,0.457,9.3,25.4,0.368,29,58.4,0.496,20.6,25.5,0.809,10.3,30.1,21.4,7.6,5.8,13.7,21.3,106.5
3,Houston Rockets,2011,82,43,39,West,242.4,38.7,85.1,0.454,8.3,22.5,0.367,30.4,62.6,0.486,20.3,25.4,0.801,11.7,31.1,23.8,7.1,4.5,13.5,20,105.9
4,Phoenix Suns,2011,82,40,42,West,244,39.3,83.5,0.47,8.5,22.6,0.377,30.7,60.8,0.505,18,23.6,0.759,10,30.2,23.7,6.6,4.4,14.3,20.3,105
5,Oklahoma City Thunder*,2011,82,55,27,West,244,37.4,80.6,0.464,5.9,17.1,0.347,31.5,63.5,0.495,24.1,29.3,0.823,11,31.8,20.4,8,5.9,14.1,22.4,104.8
6,San Antonio Spurs*,2011,82,61,21,West,241.2,38.4,80.8,0.475,8.4,21.1,0.397,30,59.8,0.503,18.5,24.2,0.767,10.1,31.7,22.4,7.3,4.5,13.4,19,103.7
7,Golden State Warriors,2011,82,36,46,West,241.8,39.6,85.9,0.461,8.4,21.3,0.392,31.3,64.6,0.484,15.7,20.7,0.761,11.6,28.9,22.5,9,5,14.6,22,103.4
8,Miami Heat*,2011,82,58,24,East,241.2,37,76.8,0.481,6.7,18,0.37,30.3,58.8,0.515,21.5,27.9,0.769,9.6,32.5,20,6.6,5.2,13.9,20.4,102.1
9,Los Angeles Lakers*,2011,82,57,25,West,241.8,38.1,82.4,0.463,6.4,18.1,0.352,31.8,64.3,0.494,18.8,24.1,0.779,12.1,31.9,22,7.3,5.1,13.1,19,101.5
10,Minnesota Timberwolves,2011,82,17,65,West,241.2,37.7,85.5,0.441,7.2,19.1,0.376,30.5,66.5,0.459,18.5,24.1,0.768,13.2,31.2,20.1,7.2,5.1,17,22.3,101.1
11,Dallas Mavericks*,2011,82,57,25,West,240.3,37.4,78.8,0.475,7.9,21.6,0.365,29.6,57.3,0.516,17.5,22.6,0.777,9.5,31.9,23.8,6.8,4.3,14,19.2,100.2
12,Memphis Grizzlies*,2011,82,46,36,West,242.4,39,82.9,0.471,3.8,11.3,0.334,35.3,71.6,0.492,18.1,24.2,0.75,11.8,29.2,20.6,9.4,5.4,14,20.8,99.9
13,Indiana Pacers*,2011,82,37,45,East,241.2,36.6,82.8,0.442,7.1,20.2,0.354,29.5,62.6,0.471,19.4,24.8,0.782,11.1,32.4,19.6,7.1,5.6,15.4,21.7,99.8
14,Utah Jazz,2011,82,39,43,West,242.4,37.4,80.4,0.465,5.3,15.3,0.346,32.1,65,0.493,19.4,25.1,0.771,11,28.5,23.4,7.7,5.9,14.3,22.7,99.4
15,Sacramento Kings,2011,82,24,58,West,242.1,38.2,85.1,0.449,5.2,15.6,0.335,33,69.5,0.475,17.7,24.2,0.734,13.1,30.8,20.4,7.4,4.8,16.1,22,99.4
16,Orlando Magic*,2011,82,52,30,East,241.8,36,78.2,0.461,9.4,25.6,0.366,26.7,52.5,0.507,17.7,25.6,0.692,10.5,32.7,20,6.7,4.7,14.9,20,99.2
17,Toronto Raptors,2011,82,22,60,East,241.2,38.3,82.4,0.465,4.2,13.3,0.316,34.1,69.1,0.494,18.2,24.1,0.755,11.7,28.6,21.9,7.1,4.3,14.7,22,99.1
18,Philadelphia 76ers*,2011,82,41,41,East,243,38.1,82.6,0.461,5.4,15.2,0.355,32.7,67.4,0.485,17.4,22.6,0.77,10.4,31.4,22.7,7.6,4.3,13,19.4,99
19,Los Angeles Clippers,2011,82,32,50,West,242.1,36.8,80.4,0.457,6.3,18.5,0.338,30.5,61.9,0.493,18.9,26.7,0.707,11.6,30.5,22.1,7.1,4.9,16.4,21.1,98.6
20,Chicago Bulls*,2011,82,62,20,East,241.8,37.1,80.3,0.462,6.2,17.3,0.361,30.9,63.1,0.489,18.2,24.5,0.743,11.8,32.4,22.3,7.2,5.7,14.2,20,98.6
21,Washington Wizards,2011,82,23,59,East,243,37.2,84,0.443,4.8,14.4,0.332,32.4,69.6,0.465,18.2,24.4,0.745,12.4,29,19.4,8.1,6.1,15.3,22.6,97.3
22,Detroit Pistons,2011,82,30,52,East,242.4,37.3,81.1,0.46,5.8,15.3,0.376,31.5,65.7,0.479,16.7,22.6,0.737,11.4,27.3,21.1,7.3,4,13,19.9,97
23,Boston Celtics*,2011,82,56,26,East,241.2,36.9,75.8,0.486,5,13.6,0.365,31.9,62.2,0.513,17.8,23.1,0.77,7.8,31,23.4,8.2,4.2,14.6,20.5,96.5
24,Portland Trail Blazers*,2011,82,48,34,West,241.5,36,80.5,0.447,6.3,18.3,0.345,29.7,62.1,0.477,18,22.4,0.804,12.1,27.2,21.2,8,4.4,13,19.3,96.3
25,Cleveland Cavaliers,2011,82,19,63,East,240.9,35.2,81.1,0.434,6.2,18.2,0.342,29,62.9,0.461,18.9,25.3,0.745,10.4,29.9,21,6.6,4.2,14.2,20.1,95.5
26,Atlanta Hawks*,2011,82,44,38,East,240.6,36.2,78.4,0.462,6.1,17.4,0.352,30.1,61,0.494,16.4,21.1,0.779,9.3,30,22,6.1,4.2,13.6,19,95
27,New Orleans Hornets*,2011,82,46,36,West,241.8,35.9,78.2,0.459,5.4,15,0.36,30.5,63.2,0.482,17.7,23.1,0.765,10,30.1,20.6,7.6,4.4,13,21,94.9
28,New Jersey Nets,2011,82,24,58,East,244,35.6,81,0.44,5.6,16.3,0.343,30,64.6,0.464,17.4,22.9,0.759,11.1,29.8,21,5.6,4.7,14,22,94.2
29,Charlotte Bobcats,2011,82,34,48,East,241.5,35,77.6,0.451,4.8,14.7,0.327,30.2,63,0.48,18.4,24.4,0.756,10.3,29.8,21.1,6.4,5.3,14.5,20,93.3
30,Milwaukee Bucks,2011,82,35,47,East,241.8,34.3,79.8,0.43,5.9,17.2,0.342,28.4,62.6,0.454,17.4,22.9,0.757,10.5,30.2,18.8,7.5,4.9,13.5,20.5,91.9
1,Denver Nuggets*,2012,66,38,28,West,243,39,81.9,0.476,6.6,19.9,0.332,32.4,62,0.522,19.6,26.7,0.735,11.2,31.9,24,8.2,5,15.4,19.7,104.1
2,San Antonio Spurs*,2012,66,50,16,West,241.5,39.6,82.8,0.478,8.4,21.3,0.393,31.2,61.5,0.507,16.2,21.6,0.748,10.3,32.6,23.2,7.4,4.4,13.6,17.3,103.7
3,Oklahoma City Thunder*,2012,66,47,19,West,242.3,37.3,79.2,0.471,7.2,20,0.358,30.2,59.3,0.509,21.3,26.4,0.806,11,32.7,18.5,7.5,8.2,16.3,20.5,103.1
4,Utah Jazz*,2012,66,36,30,West,244.9,38.2,83.8,0.456,4.1,12.8,0.323,34.1,71,0.48,19.1,25.3,0.754,13,31.1,21.8,8.3,5.8,14.2,21.8,99.7
5,Milwaukee Bucks,2012,66,31,35,East,240.4,37.9,85.6,0.443,6.6,19.2,0.345,31.3,66.5,0.471,16.6,21.4,0.774,12.4,30,23.5,8.3,5.1,14.1,19.3,99
6,Sacramento Kings,2012,66,22,44,West,241.1,37.7,86.5,0.436,6.2,19.7,0.316,31.5,66.8,0.471,17.1,23.2,0.736,13.4,29.5,19.3,8.5,4.9,14.4,19.5,98.8
7,Miami Heat*,2012,66,46,20,East,243,37.1,79,0.469,5.6,15.6,0.359,31.5,63.4,0.496,18.8,24.2,0.775,10.4,31.2,20,8.9,5.4,15.2,19.4,98.5
8,Phoenix Suns,2012,66,33,33,West,240,37.8,82.5,0.458,6.7,19.6,0.343,31.1,62.9,0.494,16,21.2,0.757,10.9,30.8,22.5,6.5,5.5,14.1,18.7,98.4
9,Houston Rockets,2012,66,34,32,West,243.4,37.7,84,0.449,7.2,20.2,0.359,30.5,63.8,0.477,15.4,19.7,0.782,11.7,30.5,21.3,7.5,4.8,14.5,20.4,98.1
10,Minnesota Timberwolves,2012,66,26,40,West,241.5,35.7,82.3,0.433,7.2,21.6,0.332,28.5,60.8,0.469,19.4,25.2,0.771,12.1,31.7,19.5,6.6,4.4,15.2,18.4,97.9
11,New York Knicks*,2012,66,36,30,East,241.5,35.8,80.8,0.443,7.8,23.3,0.336,28,57.5,0.487,18.3,24.8,0.741,11.3,30.5,20.1,9.4,4.2,16,21.1,97.8
12,Golden State Warriors,2012,66,23,43,West,241.1,37.7,82.5,0.457,7.9,20.5,0.388,29.8,62,0.48,14.4,18.7,0.77,9.7,29.5,22.3,8,5.5,13.9,21.4,97.8
13,Indiana Pacers*,2012,66,42,24,East,242.3,35.7,81.4,0.438,5.9,16.1,0.368,29.7,65.3,0.455,20.4,26.1,0.782,12.5,31.4,18.6,7.9,5.4,14,21.7,97.7
14,Los Angeles Clippers*,2012,66,40,26,West,241.9,37,81.3,0.455,7.8,21.8,0.357,29.2,59.5,0.49,15.8,23.3,0.68,12.1,29.4,21,8.4,4.8,13.3,21.2,97.5
15,Los Angeles Lakers*,2012,66,41,25,West,243.4,36.8,80.6,0.457,5.5,16.8,0.326,31.3,63.7,0.491,18.2,24.1,0.756,12.1,34.1,22.5,5.9,5.3,15.1,16.8,97.3
16,Portland Trail Blazers,2012,66,28,38,West,241.9,36.4,82.1,0.443,7.2,20.9,0.346,29.2,61.1,0.477,17.2,21.6,0.796,11.1,29.5,20.4,8,4.9,14.2,19,97.2
17,Atlanta Hawks*,2012,66,40,26,East,244.9,36.8,81,0.454,7.5,20.2,0.37,29.3,60.9,0.482,15.5,21,0.74,9.9,31.3,22.4,8.1,4.6,14,17.8,96.6
18,Chicago Bulls*,2012,66,50,16,East,241.5,37.4,82.8,0.452,6.3,16.9,0.375,31,65.8,0.471,15.2,21.1,0.722,13.9,32.8,23.1,6.9,5.9,14,17.3,96.3
19,Dallas Mavericks*,2012,66,36,30,West,243.4,36.3,82,0.443,7.5,22.2,0.339,28.8,59.8,0.482,15.6,20.2,0.771,10.1,32.7,20.9,8.6,5.1,14,18.6,95.8
20,Memphis Grizzlies*,2012,66,41,25,West,241.5,36.7,82.2,0.447,4.2,12.9,0.326,32.5,69.3,0.47,17.3,22.8,0.759,12.6,29.5,19.5,9.6,5.2,14.5,19.9,95
21,Orlando Magic*,2012,66,37,29,East,241.9,34.5,78.2,0.441,10.2,27,0.375,24.3,51.2,0.475,15.1,22.8,0.66,11.2,31.2,20,6.8,4.2,14.9,17.7,94.2
22,Washington Wizards,2012,66,20,46,East,240.4,36.6,83,0.441,5.2,16.3,0.32,31.4,66.7,0.47,15.3,21,0.727,11.7,29.9,19.1,8,6.3,15.3,21.3,93.6
23,Philadelphia 76ers*,2012,66,35,31,East,241.1,37.4,83.6,0.448,5.3,14.6,0.362,32.2,69,0.466,13.5,18.2,0.742,10.7,32.5,22,8,5.2,11.2,17.5,93.6
24,New Jersey Nets,2012,66,22,44,East,240.8,34.3,80.6,0.425,7.7,22.4,0.342,26.6,58.2,0.457,16.9,21.7,0.777,11.9,28.5,19.9,7.5,3.9,15.1,19.2,93.1
25,Cleveland Cavaliers,2012,66,21,45,East,241.9,34.3,81.2,0.422,6.7,19.3,0.346,27.6,61.9,0.446,17.8,24.9,0.716,12.7,29.5,19.8,7.1,4,15.4,20,93
26,Boston Celtics*,2012,66,39,27,East,241.5,35.5,77.1,0.46,5.5,15,0.367,30,62.1,0.483,15.4,19.8,0.778,7.7,31.1,23.6,7.5,5.5,14.8,19.9,91.8
27,Detroit Pistons,2012,66,25,41,East,241.9,34.7,79.3,0.438,4.8,13.9,0.346,29.9,65.4,0.457,16.6,22.1,0.752,11.7,28.5,18.7,7,4.2,15.7,19.6,90.9
28,Toronto Raptors,2012,66,23,43,East,241.9,34.4,78.1,0.44,5.5,16.3,0.34,28.8,61.8,0.467,16.4,21.4,0.77,10.6,31.4,20.9,6.5,4.9,15.2,23.2,90.7
29,New Orleans Hornets,2012,66,21,45,West,241.5,34.8,77.3,0.451,3.9,11.8,0.333,30.9,65.5,0.472,16,21.2,0.757,11,30.2,20.7,7.4,4.8,15.5,20.1,89.6
30,Charlotte Bobcats,2012,66,7,59,East,240.8,33.2,80.2,0.414,4,13.5,0.295,29.2,66.7,0.439,16.5,22.2,0.746,10.3,28.7,20.1,6,5.5,14.5,18.9,87
1,Denver Nuggets*,2013,82,57,25,West,242.7,40.7,85.2,0.478,6.4,18.5,0.343,34.4,66.6,0.516,18.4,26.2,0.701,13.3,31.7,24.4,9.3,6.5,15.3,20.5,106.1
2,Houston Rockets*,2013,82,45,37,West,241.2,38.1,82.7,0.461,10.6,28.9,0.366,27.5,53.8,0.511,19.2,25.5,0.754,11.1,32.3,23.2,8.3,4.4,16.4,20.3,106
3,Oklahoma City Thunder*,2013,82,60,22,West,241.8,38.1,79.3,0.481,7.3,19.4,0.377,30.8,60,0.514,22.2,26.8,0.828,10.4,33.2,21.4,8.3,7.6,15.3,20.2,105.7
4,San Antonio Spurs*,2013,82,58,24,West,242.4,39.1,81.4,0.481,8.1,21.5,0.376,31.1,59.9,0.519,16.6,21,0.791,8.1,33.2,25.1,8.5,5.4,14.7,17.4,103
5,Miami Heat*,2013,82,66,16,East,242.4,38.4,77.4,0.496,8.7,22.1,0.396,29.6,55.4,0.536,17.4,23,0.754,8.2,30.4,23,8.7,5.4,13.9,18.7,102.9
6,Los Angeles Lakers*,2013,82,45,37,West,240.9,37.1,81,0.458,8.7,24.6,0.355,28.4,56.4,0.503,19.3,27.9,0.692,11.5,33.3,22.2,7,5.2,15,17.9,102.2
7,Golden State Warriors*,2013,82,47,35,West,241.5,38.2,83.4,0.458,8,19.9,0.403,30.1,63.5,0.475,16.8,21.3,0.79,10.8,34.2,22.5,6.9,4.2,15.1,21.4,101.2
8,Dallas Mavericks,2013,82,41,41,West,243.7,38.8,84,0.462,7.4,19.9,0.372,31.4,64.2,0.489,16.1,20.4,0.793,9.4,32.6,23.2,7.9,5.5,14,20.7,101.1
9,Los Angeles Clippers*,2013,82,56,26,West,240.6,38.5,80.6,0.478,7.6,21.4,0.358,30.9,59.2,0.522,16.4,23,0.711,11.4,30.2,23.9,9.6,5.6,14.6,20.9,101.1
10,Sacramento Kings,2013,82,28,54,West,241.8,37.6,84.2,0.447,7.4,20.5,0.363,30.2,63.7,0.474,17.5,22.8,0.769,11.5,29.1,20.8,8.2,4.2,14.6,20.9,100.2
11,New York Knicks*,2013,82,54,28,East,240.6,36.5,81.6,0.448,10.9,28.9,0.376,25.7,52.7,0.487,16,21.1,0.759,10.9,29.7,19.3,8.2,3.6,12,20.1,100
12,Milwaukee Bucks*,2013,82,38,44,East,241.8,38.1,87.8,0.435,7.3,20.4,0.36,30.8,67.4,0.457,15.3,20.7,0.736,13,30.9,22.9,8.4,6.7,14.1,19,98.9
13,Utah Jazz,2013,82,43,39,West,242.4,37.1,81.8,0.454,6.2,16.9,0.366,31,64.9,0.477,17.5,23,0.764,12.1,30,22.7,8.4,6.3,14.8,21.3,98
14,Atlanta Hawks*,2013,82,44,38,East,242.1,37.6,81,0.464,8.6,23.2,0.371,29,57.8,0.501,14.1,19.7,0.715,9.2,31.6,24.5,8.1,4.5,14.9,18,98
15,Portland Trail Blazers,2013,82,33,49,West,242.1,36.7,81.9,0.448,8.2,23.2,0.353,28.5,58.7,0.486,15.9,20.5,0.776,10.7,30.2,21.8,6.6,4.3,14.7,18.5,97.5
16,Toronto Raptors,2013,82,34,48,East,243.7,36.3,81.5,0.446,7,20.3,0.343,29.4,61.2,0.48,17.6,22.3,0.788,10.6,29.6,21.5,7.3,4.8,13.7,22.4,97.2
17,Brooklyn Nets*,2013,82,49,33,East,242.1,35.9,79.8,0.45,7.7,21.5,0.357,28.2,58.3,0.484,17.5,23.9,0.731,12.8,30,20.3,7.3,4.8,14.7,18.3,96.9
18,Cleveland Cavaliers,2013,82,24,58,East,240.6,36.5,84.2,0.434,6.7,19.3,0.346,29.8,64.9,0.46,16.8,22.3,0.756,12.2,28.8,20.7,7.9,4.1,14,21.2,96.5
19,Minnesota Timberwolves,2013,82,31,51,West,240.6,35.9,81.7,0.439,5.5,18,0.305,30.4,63.7,0.477,18.5,24.9,0.742,11.9,30.2,22.4,8.5,4.7,14.8,18.4,95.7
20,Boston Celtics*,2013,81,41,40,East,244.9,37,79.7,0.465,6.1,17.2,0.358,30.9,62.6,0.494,16.3,21,0.776,8.1,31.3,22.8,8.2,4.5,14.6,21.2,96.5
21,Phoenix Suns,2013,82,25,57,West,241.5,37.3,84.4,0.443,5.9,17.7,0.33,31.5,66.6,0.473,14.7,19.7,0.744,11.7,29.9,22.6,8,5.3,15.6,20.6,95.2
22,Detroit Pistons,2013,82,29,53,East,241.5,36.3,81,0.449,6.3,17.6,0.356,30.1,63.4,0.474,15.9,22.8,0.699,12.1,30,21.2,7,4.9,15.1,19.8,94.9
23,Orlando Magic,2013,82,20,62,East,241.2,37.7,84.2,0.448,6.2,18.7,0.329,31.5,65.5,0.482,12.5,16.6,0.755,10.9,31.9,22.8,6.4,4.4,14.5,19.4,94.1
24,New Orleans Hornets,2013,82,27,55,West,241.2,36,80.4,0.448,6.5,18,0.363,29.5,62.4,0.473,15.5,20,0.776,12,29.6,21,6.3,5.4,14.5,20.4,94.1
25,Indiana Pacers*,2013,81,49,32,East,241.9,35.1,80.6,0.436,6.9,19.7,0.347,28.3,60.8,0.465,17.6,23.6,0.746,12.9,33,20.3,7.2,6.3,15.1,20,94.7
26,Charlotte Bobcats,2013,82,21,61,East,241.5,34.4,81.1,0.425,5.7,17.1,0.335,28.7,64,0.448,18.9,25.1,0.75,11.2,29.1,19.4,7.2,5.8,14.1,19,93.4
27,Memphis Grizzlies*,2013,82,56,26,West,241.5,36.1,81.5,0.444,4.7,13.5,0.345,31.5,68,0.463,16.5,21.3,0.773,12.9,29.8,20.9,8.6,5.3,14,20.2,93.4
28,Washington Wizards,2013,82,29,53,East,242.1,35.5,81.6,0.435,6.6,18.2,0.365,28.8,63.4,0.455,15.6,21.3,0.733,10.8,32.3,21.6,7.3,4.6,15.1,20.5,93.2
29,Chicago Bulls*,2013,82,45,37,East,241.8,35.7,81.7,0.437,5.4,15.4,0.353,30.2,66.3,0.456,16.4,21.2,0.773,12.5,30.7,23,7.2,5.1,14.3,19.7,93.2
30,Philadelphia 76ers,2013,82,34,48,East,240.9,37.3,84.1,0.444,6.3,17.5,0.36,31,66.5,0.466,12.2,16.8,0.729,10.9,30.4,22.8,7.4,4.7,13,18.4,93.2
1,Los Angeles Clippers*,2014,82,57,25,West,240.9,39.1,82.5,0.474,8.5,24,0.352,30.7,58.5,0.525,21.2,29.1,0.73,10.5,32.5,24.6,8.6,4.8,13.9,21.5,107.9
2,Houston Rockets*,2014,82,54,28,West,241.8,38,80.5,0.472,9.5,26.6,0.358,28.5,54,0.529,22.1,31.1,0.712,11.2,34.1,21.4,7.6,5.6,16.1,20.4,107.7
3,Minnesota Timberwolves,2014,82,40,42,West,242.1,38.9,87.5,0.444,7.3,21.4,0.341,31.6,66.1,0.478,21.8,28.1,0.778,12.5,32.2,23.9,8.8,3.6,13.9,18.3,106.9
4,Portland Trail Blazers*,2014,82,54,28,West,242.1,39.1,87,0.45,9.4,25.3,0.372,29.7,61.7,0.481,19.1,23.5,0.815,12.5,34,23.2,5.5,4.7,13.7,19.2,106.7
5,Oklahoma City Thunder*,2014,82,59,23,West,241.5,39,82.7,0.471,8.1,22.4,0.361,30.9,60.3,0.512,20.2,25,0.806,10.8,33.9,21.9,8.3,6.1,15.3,22.7,106.2
6,San Antonio Spurs*,2014,82,62,20,West,240.9,40.6,83.5,0.486,8.5,21.4,0.397,32,62,0.517,15.7,20,0.785,9.3,34,25.2,7.4,5.1,14.4,18.2,105.4
7,Phoenix Suns,2014,82,48,34,West,240.9,38.7,83.5,0.463,9.3,25.1,0.372,29.4,58.4,0.503,18.5,24.4,0.758,11.3,31.7,19.1,8.4,4.6,15.3,21.9,105.2
8,Dallas Mavericks*,2014,82,49,33,West,241.8,39.6,83.6,0.474,8.8,22.9,0.384,30.8,60.7,0.508,16.8,21.1,0.795,10.2,30.7,23.6,8.6,4.3,13.5,20,104.8
9,Denver Nuggets,2014,82,36,46,West,240.9,38.4,85.9,0.447,8.6,23.9,0.358,29.8,62,0.481,19.1,26.3,0.726,12.3,33.1,22.4,7.5,5.6,15.9,23,104.4
10,Golden State Warriors*,2014,82,51,31,West,241.8,39.5,85.4,0.462,9.4,24.8,0.38,30,60.6,0.496,15.9,21.1,0.753,10.9,34.4,23.3,7.8,5,15.2,21.8,104.3
11,Los Angeles Lakers,2014,82,27,55,West,240.3,38.3,85.1,0.45,9.4,24.8,0.381,28.8,60.3,0.478,17,22.4,0.757,9.1,32,24.5,7.5,5.4,15.1,19.8,103
